Kraftwerk,Daft Punk,Tangerine Dream,The Chemical Brothers,DJ Shadow,Aphex Twin,Roni Size,Underworld,Vangelis,Moby,The Prodigy,Goldie,Orbital,Skrillex,Deadmau5,Nur Jaber,DJ Rachael,Deena Abdelwahed,Loraine James,Ibaaku,Lafidki,Upgrayedd Smurphy,Sandunes,Kerano,Kamila Govorčin,Echo Deep,Faded Ghost,AYN,Amine K,Dj Rashad
0.3,0.06666666667,0.5,0.2,0.2666666667,0.2333333333,0.4666666667,0.3333333333,0.3666666667,0.1666666667,0.1333333333,0.4333333333,0.4,0.03333333333,0.1,0.7,0.8,0.6666666667,0.7666666667,0.8333333333,0.8666666667,1,0.5333333333,0.6,0.9666666667,0.6333333333,0.9333333333,0.9,0.7333333333,0.5666666667
