danceable,not_danceable,aggressive,not_aggressive,happy,not_happy,party,not_party,relaxed,not_relaxed,sad,not_sad,bright,dark,atonal,tonal,instrumental,voice
0.998933315277,0.00106671138201,0.680446147919,0.319553881884,0.7966324687,0.203367561102,0.879124820232,0.120875187218,0.443216651678,0.55678331852,0.0484453216195,0.951554656029,0.0833383724093,0.91666162014,0.949823379517,0.0501766093075,0.606776893139,0.393223106861
0.974220097065,0.0257799234241,0.0390320457518,0.960967957973,0.70163244009,0.29836755991,0.876896619797,0.123103372753,0.375191032887,0.624808967113,0.0771785005927,0.922821521759,0.0481837019324,0.951816320419,0.892646551132,0.107353419065,0.28432148695,0.71567851305
0.986333489418,0.0136665189639,0.204501077533,0.795498907566,0.258242189884,0.741757810116,0.847675859928,0.152324154973,0.15809892118,0.841901063919,0.0196998696774,0.98030012846,0.00642510317266,0.993574917316,0.965238392353,0.0347616150975,0.0269016027451,0.973098397255
0.999845921993,0.00015406847524,0.705130398273,0.294869601727,0.791900873184,0.208099126816,0.966331899166,0.0336680859327,0.107724919915,0.892275094986,0.0101394439116,0.989860534668,0.00840043090284,0.991599559784,0.980670690536,0.0193292945623,0.42590880394,0.57409119606
0.999999880791,1.00000008274e-07,0.997298359871,0.00270166387782,0.0329479016364,0.967052102089,0.853529274464,0.146470725536,0.952701687813,0.0472983419895,0.978100001812,0.0218999739736,0.000102206751762,0.999897778034,1,1.18137513661e-10,0.630754768848,0.369245231152
0.99944961071,0.000550417404156,0.0280887093395,0.97191131115,0.5,0.5,0.827362000942,0.172638013959,0.889451384544,0.110548608005,0.120442077518,0.879557907581,0.33264619112,0.66735380888,0.821929514408,0.178070500493,0.0517793521285,0.948220670223
0.991001188755,0.00899880751967,0.0274851825088,0.972514808178,0.455051898956,0.544948101044,0.917423725128,0.0825762450695,0.948652923107,0.0513470582664,0.0578871704638,0.942112803459,0.111161351204,0.888838648796,0.91947978735,0.0805202201009,0.918049991131,0.0819500163198
0.487500399351,0.512499570847,0.00115061854012,0.998849391937,0.952485918999,0.0475140810013,0.354200333357,0.645799696445,0.886280238628,0.113719761372,0.352664232254,0.647335767746,0.212307646871,0.787692368031,0.877627313137,0.122372679412,0.978337705135,0.0216623004526
0.806150019169,0.193849980831,0.0254195388407,0.974580466747,0.699623286724,0.300376743078,0.196231409907,0.803768575191,0.852999448776,0.147000551224,0.186548545957,0.813451468945,0.0250254329294,0.974974572659,0.611346185207,0.38865378499,0.937031209469,0.0629687979817
0.489772289991,0.510227680206,0.00712608778849,0.992873907089,0.147041574121,0.852958440781,0.5,0.5,0.988651037216,0.0113489376381,0.5,0.5,0.00345613691024,0.996543884277,0.980663776398,0.0193362291902,0.913767278194,0.0862327292562
0.999999880791,1.00000008274e-07,0.997299790382,0.00270018610172,0.73254275322,0.26745724678,0.963492631912,0.0365073643625,0.951368510723,0.0486314967275,0.992612600327,0.00738742435351,0.99999922514,7.99813847152e-07,0.995974898338,0.0040250942111,0.000848236843012,0.9991517663
0.999999880791,1.00000008274e-07,0.997299790382,0.00270018610172,0.53812712431,0.46187287569,0.5,0.5,0.951368510723,0.0486314967275,0.992612600327,0.00738742435351,0.99999922514,7.99813847152e-07,0.0968364626169,0.903163552284,0.974754095078,0.0252459235489
0.997642040253,0.00235797744244,0.659584462643,0.34041556716,0.478748559952,0.521251440048,0.900223374367,0.0997766107321,0.33150729537,0.668492674828,0.0171200223267,0.9828799963,0.059786118567,0.940213859081,0.815888226032,0.18411180377,0.00618895934895,0.993811011314
