danceable,not_danceable,aggressive,not_aggressive,happy,not_happy,party,not_party,relaxed,not_relaxed,sad,not_sad,bright,dark,atonal,tonal,instrumental,voice
0.999999821186,1.63165509548e-07,0.372136622667,0.62786334753,0.225022137165,0.774977862835,0.976983010769,0.0230169724673,0.809523165226,0.190476864576,0.0694643184543,0.930535674095,0.000169171471498,0.999830842018,1,3.57808470353e-11,0.0955496430397,0.90445035696
0.999993562698,6.42598979539e-06,0.352752476931,0.647247493267,0.471839129925,0.528160870075,0.955560624599,0.0444393828511,0.219282537699,0.780717432499,0.0287021398544,0.971297860146,0.0204943325371,0.97950565815,0.995674848557,0.00432516960427,0.412288188934,0.587711811066
0.998374462128,0.00162551680114,0.102022528648,0.897977471352,0.586636424065,0.413363575935,0.452693521976,0.547306478024,0.885290980339,0.114709049463,0.0833656266332,0.916634380817,0.00549831707031,0.994501709938,0.969972491264,0.0300274956971,0.963859558105,0.0361404232681
0.781852185726,0.218147799373,0.0881621316075,0.911837875843,0.716670274734,0.283329755068,0.641943991184,0.358056008816,0.7044916749,0.2955083251,0.0774982795119,0.92250174284,0.954609334469,0.0453906469047,0.989429950714,0.0105700511485,0.939092040062,0.060907933861
0.999017715454,0.000982312834822,0.0953436791897,0.904656350613,0.001394351013,0.998605668545,0.891487360001,0.108512654901,0.887201547623,0.112798444927,0.178340107203,0.821659862995,0.000906350731384,0.999093651772,0.930767893791,0.0692321136594,0.233136668801,0.7668633461
0.999835371971,0.000164609897183,0.986533820629,0.013466170989,0.99998986721,1.01214054666e-05,0.987540781498,0.0124592352659,0.294854283333,0.705145716667,0.0381687432528,0.961831271648,0.000284487527097,0.99971550703,1,2.21074252238e-08,0.0998694747686,0.90013051033
0.994847178459,0.00515283644199,0.209977000952,0.790022969246,0.0302167814225,0.969783246517,0.958039522171,0.0419604480267,0.849226236343,0.150773793459,0.0580371282995,0.941962897778,0.016292527318,0.983707487583,0.999997437,2.58994532487e-06,0.611524581909,0.388475447893
0.999999880791,1.00000008274e-07,0.625771760941,0.374228239059,0.634823799133,0.365176230669,0.9066234231,0.0933765769005,0.617769479752,0.382230550051,0.0193877164274,0.980612277985,7.4946678069e-05,0.999925076962,1,3.00000096379e-14,0.21082264185,0.78917735815
0.990643322468,0.00935665145516,0.118243955076,0.881756067276,0.468273133039,0.531726896763,0.686097979546,0.313901990652,0.750793278217,0.249206721783,0.384431809187,0.615568161011,0.816394209862,0.183605760336,0.718763411045,0.281236559153,0.191999778152,0.808000206947
0.999999880791,1.00000008274e-07,0.94633179903,0.053668204695,0.522500991821,0.477499008179,0.975305736065,0.0246942713857,0.967449069023,0.0325509309769,0.0156046273187,0.984395384789,0.00123647996224,0.998763501644,1,1.1568950008e-12,0.973429977894,0.0265700351447
0.99999833107,1.65308142641e-06,0.103393405676,0.896606564522,0.524606525898,0.475393474102,0.880883395672,0.119116596878,0.922905981541,0.0770940184593,0.193885266781,0.806114733219,0.0772069022059,0.922793090343,1,8.21158072095e-11,0.670728564262,0.329271435738
0.999951422215,4.85839227622e-05,0.0325983166695,0.967401683331,0.270289778709,0.729710221291,0.907407104969,0.0925928726792,0.22278830409,0.777211725712,0.126812264323,0.873187720776,0.689014017582,0.31098601222,0.990597426891,0.00940259173512,0.673631310463,0.326368689537
0.999980866909,1.91077233467e-05,0.90261554718,0.0973844751716,0.201688408852,0.798311591148,0.979119420052,0.0208805743605,0.953180611134,0.04681937024,0.305239140987,0.694760859013,0.0664957240224,0.933504283428,0.943893671036,0.0561063140631,0.939781367779,0.0602186098695
0.9927546978,0.00724528683349,0.0142021346837,0.98579788208,0.345780134201,0.654219865799,0.842354059219,0.157645955682,0.950269281864,0.0497307218611,0.210156962276,0.789843022823,0.00241470849141,0.997585296631,0.999999523163,4.63787301896e-07,0.824215471745,0.175784498453
0.985257565975,0.0147424135357,0.00216982956044,0.997830152512,0.999987721443,1.22954761537e-05,0.532244622707,0.46775534749,0.371922671795,0.628077328205,0.450563669205,0.549436330795,0.117007039487,0.882992982864,0.999999940395,6.12846449144e-08,0.830281615257,0.169718414545
0.999999880791,1.00000008274e-07,0.997299790382,0.00270018610172,0.107548952103,0.892451047897,0.8584831357,0.141516894102,0.951368510723,0.0486314967275,0.992612600327,0.00738742435351,0.00256329146214,0.997436702251,0.889880239964,0.110119745135,0.66640651226,0.333593457937
0.999998927116,1.06483116724e-06,0.0108973253518,0.98910266161,0.00705618364736,0.992943823338,0.960249364376,0.0397506318986,0.904042005539,0.0959579721093,0.0140746049583,0.985925376415,0.00111857929733,0.998881399632,1,1.6389986035e-09,0.00590677047148,0.994093239307
0.999468386173,0.000531593919732,0.996293365955,0.00370665593073,0.694331228733,0.305668771267,0.564172327518,0.435827672482,0.85225135088,0.14774864912,0.868814349174,0.131185665727,0.139783099294,0.860216915607,0.494085073471,0.505914926529,0.617964863777,0.382035136223
0.998881220818,0.00111877184827,0.0614144615829,0.938585519791,0.72600787878,0.273992151022,0.760973930359,0.239026069641,0.239108964801,0.760891020298,0.0813155025244,0.918684482574,0.00181935401633,0.998180627823,0.999999940395,8.40525729018e-08,0.565773785114,0.434226185083
